author_in_publication;text;name;city;type;issue;year_emigration;description;peculiarity;name_part;pages;name_in_russia;year_russia
Маяковский В.В.;Еду;Руль;Берлин;газета;№1406;19.07.1925;стихи;отрывок;;5;Прожектор;
Пильняк Б.А.;Россия в полете;Руль;Берлин;газета;№1411;25.07.1925;проза;полный текст;;2—3;Известия;
Саянский Л.;Круговорот;Руль;Берлин;газета;№1412;26.07.1925;проза;полный текст;;5;Бегемот;
Зощенко М.М.;Уличное происшествие;Руль;Берлин;газета;№1412;26.07.1925;проза;полный текст;;5;Бегемот;
Курочкин С.;Шипы и розы;Руль;Берлин;газета;№1412;26.07.1925;проза;полный текст;;5—6;Бегемот;
Маяковский В.В.;Летающий пролетарий;Руль;Берлин;газета;№1418;02.08.1925;стихи;полный текст;;5;Красная Нива;
Есенин С.А.;Несказанное, синее, нежное;Руль;Берлин;газета;№1418;02.08.1925;стихи;полный текст;;5;Красная Нива;
Либединский Ю.;Комиссары;Руль;Берлин;газета;№1421;06.08.1925;проза;отрывок;На переломе;2—3;Звезда;
Инбер В.;Столица на Волге;Руль;Берлин;газета;№1424;09.08.1925;проза;полный текст;;5;Огонек;
Форш О.Д.;Хируроид;Руль;Берлин;газета;№1429;15.08.1925;проза;полный текст;;2—3;;
Романов П.;Козявки;Руль;Берлин;газета;№1433;20.08.1925;проза;полный текст;;2—3;Прожектор;
Свэн И.;Профессионал;Руль;Берлин;газета;№1436;23.08.1925;проза;полный текст;;5—6;Бегемот;
Романов П.;Хороший комитет;Руль;Берлин;газета;№1439;27.08.1925;проза;полный текст;;2—3;Красная новь;
Федин К.А.;Рассказ об одном утре;Руль;Берлин;газета;№1442;30.08.1925;проза;полный текст;;2—3;;
Романов П.;Дар Божий;Руль;Берлин;газета;№1448;06.09.1925;проза;полный текст;;2—3;Красная новь;
Зощенко М.М.;Тормаз Вестингауза;Руль;Берлин;газета;№1448;06.09.1925;проза;полный текст;;7;Бегемот;
Пильняк Б.А.;Пермь;Руль;Берлин;газета;№1454;13.09.1925;проза;отрывок;;5;Известия;
Павлов В.;Хамелеон (почти по Чехову);Руль;Берлин;газета;№1454;13.09.1925;проза;полный текст;;7;Бегемот;
Тренев К.;В голодной деревне;Руль;Берлин;газета;№1460;20.09.1925;проза;полный текст;;2—3;Новый мир;
